"Symbol","Name","Country","Underlying Symbol","Underlying Exchange","GICS Sector","Market cap","P/E","P/S","P/B","Current yield","Avg Volume","Action"
"QH","Quhuo Limited ADRs of Class A","China","PRIVATE","","Information Technology","$277,307,462","300.99","0.45","0.51","0.00%","50,770","Analyze"
"PUYI","Puyi Inc. ADRs","China","PRIVATE","","Financials","$275,638,069","-18.38","1.95","0.75","0.00%","269,763","Analyze"
"EDAP","Edap TMS SA ADRs","France","PRIVATE","","Health Care","$267,519,576","27.59","3.35","10.19","0.00%","295,620","Analyze"
"CNF","CNFinance Holdings Limited ADRs","China","PRIVATE","","Financials","$266,784,610","15.37","1.04","0.07","0.00%","33,910","Analyze"
"TLC","Taiwan Liposome Company, Ltd. - ADRs","Taiwan","TG:4152","Tapei Exchange","Health Care","$259,617,867","0.00","72.70","0.31","0.00%","27,398","Analyze"
"NCNA","NuCana plc ADRs","United Kingdom","PRIVATE","","Health Care","$257,405,225","0.00","0.00","2.59","0.00%","177,966","Analyze"
"TRVG","Trivago NV ADRs","The Netherlands","PRIVATE","","Information Technology","$251,296,212","31.32","0.86","0.38","0.00%","3,835,660","Analyze"
"COE","China Online Education ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$246,968,740","20.37","0.79","-0.28","0.00%","27,285","Analyze"
"YJ","Yunji Inc. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$241,680,057","7.59","0.29","0.18","0.00%","608,564","Analyze"
"ONE","OneSmart International Education Group Limited ADRs","China","PRIVATE","","Consumer Discretionary","$239,185,952","49.22","0.47","0.88","0.00%","444,200","Analyze"
"IRS","IRSA Inversiones y Representaciones ADRs","Argentina","AF:IRSA","Bolsa de Comercio de Buenos Aires","Real Estate","$229,734,555","0.00","0.71","0.00","0.00%","37,038","Analyze"
"JFU","9F Inc. ADRs","China","PRIVATE","","Communication Services","$225,682,336","9.99","0.49","0.04","0.00%","2,779,992","Analyze"
"VIST","Vista Oil & Gas, S.A.B. de C.V. ADRs of class A shares","Mexico","MM:VISTA","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Energy","$225,242,932","-2.19","0.83","0.44","0.00%","488,593","Analyze"
"OIIM","O2Micro International ADRs","Hong Kong","PRIVATE","","Information Technology","$224,711,190","36.68","2.87","2.67","0.00%","307,759","Analyze"
"REDU","RISE Education Cayman Ltd ADRs","China","PRIVATE","","Consumer Discretionary","$221,564,204","390.26","1.52","0.46","0.00%","56,301","Analyze"
"BLCT","BlueCity Holdings Limited ADRs","China","PRIVATE","","Information Technology","$218,085,424","0.00","1.39","0.29","0.00%","273,403","Analyze"
"CUK","Carnival PLC ADRs","United Kingdom","LN:CCL","London Stock Exchange","Consumer Discretionary","$216,045,520","-0.02","0.04","0.01","2.23%","1,728,237","Analyze"
"IMMP","Immutep Limited ADRs","Australia","AT:IMM","Asx - All Markets","Health Care","$210,448,464","0.00","21.19","3.47","0.00%","6,207,627","Analyze"
"SQNS","Sequans Communications S.A. ADRs","France","PRIVATE","","Information Technology","$208,937,184","-4.19","4.10","-5.63","0.00%","322,968","Analyze"
"CMMB","Chemomab Therapeutics Ltd.  ADRs","Israel","","","Health Care","$201,152,676","0.00","0.00","0.00","0.00%","276,091","Analyze"
"LOV","Spark Networks Inc. ADRs","Germany","PRIVATE","","Information Technology","$198,814,071","0.00","0.44","2.09","0.00%","149,661","Analyze"
"MOGU","MOGU Inc. ADRs Class A","China","PRIVATE","","Consumer Discretionary","$192,676,334","0.00","2.48","0.12","0.00%","393,536","Analyze"
"GNFT","GENFIT S.A. ADRs","France","FP:GNFT","Euronext Paris","Health Care","$176,806,707","-1.77","19.10","5.63","0.00%","40,935","Analyze"
"AIH","Aesthetic Medical International Holdings Group Ltd. ADRs","China","PRIVATE","","Health Care","$172,610,226","8.68","1.46","0.38","0.00%","233,075","Analyze"
"BPTS","Biophytis SA ADRs","France","FP:ALBPS","Euronext Paris","Health Care","$172,077,270","0.00","0.00","-37.80","0.00%","3,028","Analyze"
"UCL","uCloudlink Group Inc. ADRs","Hong Kong","PRIVATE","","Communication Services","$168,554,865","-2.60","1.88","2.98","0.00%","11,361","Analyze"
"RUHN","Ruhnn Holding Limited ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$165,301,795","0.00","0.88","0.15","0.00%","148,777","Analyze"
"CTK","CooTek (Cayman) Inc. ADRs of Class A","China","PRIVATE","","Information Technology","$165,036,990","-3.48","0.37","-11.96","0.00%","456,985","Analyze"
"BFRA","Biofrontera AG ADRs","Germany","PRIVATE","","Health Care","$158,808,681","140.93","3.73","-146.64","0.37%","65,975","Analyze"
"KZIA","Kazia Therapeutics ADRs","Australia","AT:KZA","Asx - All Markets","Health Care","$158,070,642","0.00","4,883.81","4.99","0.00%","131,442","Analyze"
"CIH","China Index Holdings Limited ADRs","China","PRIVATE","","Industrials","$157,395,084","0.53","0.25","0.48","0.00%","67,614","Analyze"
"BWAY","Brainsway Ltd. ADRs","Israel","IT:BRIN","Tel Aviv Stock Exchange","Information Technology","$157,287,843","-29.21","6.92","8.01","0.00%","49,319","Analyze"
"XIN","Xinyuan Real Estate ADRs","China","PRIVATE","","Real Estate","$152,643,787","-18.05","0.08","0.23","6.04%","107,960","Analyze"
"ERYP","Erytech Pharma S.A. ADRs","France","FP:ERYP","Euronext Paris","Health Care","$151,694,739","0.00","139.54","5.80","0.00%","6,559","Analyze"
"BEDU","Bright Scholar Education Holdings Limited ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$151,345,164","30.15","0.30","0.05","2.04%","51,481","Analyze"
"TEDU","Tarena International ADRs","China","PRIVATE","","Consumer Discretionary","$149,896,234","0.00","0.39","-0.13","0.00%","309,243","Analyze"
"RENN","Renren Inc. ADRs of Class A","China","PRIVATE","","Information Technology","$148,118,070","-2.90","0.22","1.50","909.65%","147,823","Analyze"
"KUKE","Kuke Music Holding Limited ADRs","China","PRIVATE","","Consumer Discretionary","$147,722,238","2.62","0.35","0.25","0.00%","367,326","Analyze"
"SECO","Secoo Holding Limited ADRs","China","PRIVATE","","Consumer Discretionary","$146,649,745","35.56","0.17","0.06","0.00%","446,582","Analyze"
"ELP","Comp. Paranaense de Energia-COPEL ADRs","Brazil","BS:CPLE6","XBSP","Utilities","$144,975,783","4.53","0.03","0.01","6.91%","8,956,440","Analyze"
"SUPV","Grupo Supervielle SA ADRs of Class B","Argentina","PRIVATE","","Financials","$142,194,289","4.25","0.32","0.00","2.27%","548,437","Analyze"
"EM","Smart Share Global Limited ADRs","China","PRIVATE","","Unknown","$140,875,000","0.00","0.00","0.00","0.00%","5,331,123","Analyze"
"XYF","X Financial ADRs of Class A","China","PRIVATE","","Financials","$139,417,466","4.89","0.46","0.04","10.53%","166,637","Analyze"
"SOS","SOS Limited ADRs of Class A","China","PRIVATE","","Health Care","$138,557,860","22.38","2.84","71.61","0.00%","60,969,444","Analyze"
"NTZ","Natuzzi S.p.A. ADRs","Italy","PRIVATE","","Consumer Discretionary","$137,106,283","26.79","0.35","1.72","0.00%","10,143","Analyze"
"AACG","ATA Creativity Global ADRs","China","PRIVATE","","Consumer Discretionary","$131,672,104","0.00","5.33","0.66","0.00%","946,543","Analyze"
"ASLN","ASLAN Pharmaceuticals Limited ADRs","Singapore","PRIVATE","","Health Care","$131,068,929","0.00","0.00","-10.71","0.00%","1,636,470","Analyze"
"BLRX","BioLineRX Ltd. ADRs","Israel","IT:BLRX","Tel Aviv Stock Exchange","Health Care","$123,145,776","0.00","0.00","5.59","0.00%","432,065","Analyze"
"MITC","MeaTech 3D Ltd. - ADRs","Israel","","","Consumer Staples","$118,744,312","0.00","0.00","18.39","0.00%","325,821","Analyze"
"KRKR","36Kr Holdings Inc. ADRs","China","PRIVATE","","Communication Services","$113,403,981","0.00","1.27","0.24","0.00%","147,831","Analyze"
"LXEH","Lixiang Education Holding Co., Ltd.  ADRs","China","PRIVATE","","Consumer Discretionary","$113,067,232","21.52","5.66","0.58","0.00%","9,517","Analyze"
"QK","Q&K International Group Limited ADRs","China","PRIVATE","","Real Estate","$109,239,052","0.00","0.45","-0.05","0.00%","50,437","Analyze"
"CCM","Concord Medical Services ADRs","China","PRIVATE","","Health Care","$104,723,018","0.00","1.89","-0.29","0.00%","63,627","Analyze"
"AKTX","Akari Therapeutics PLC ADRs","United Kingdom","PRIVATE","","Health Care","$104,262,694","0.00","0.00","21.46","0.00%","103,886","Analyze"
"EVAX","Evaxion Biotech A/S ADRs","Denmark","PRIVATE","","Health Care","$99,833,074","0.00","0.00","12.63","0.00%","103,355","Analyze"
"CYAD","Celyad SA ADRs","Belgium","BB:CYAD","Nyse Euronext - Euronext Brussels","Health Care","$99,294,040","0.00","9,934.08","3.20","0.00%","10,994","Analyze"
"CMCM","Cheetah Mobile ADRs","China","PRIVATE","","Information Technology","$96,153,604","5.12","0.41","0.03","25.00%","1,140,978","Analyze"
"MITO","Stealth BioTherapeutics Corp. ADRs","Cayman Islands","PRIVATE","","Health Care","$92,575,719","24.82","4.39","40.71","0.00%","184,929","Analyze"
"FHS","First High-School Education Group Co., Ltd. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$92,246,246","3.84","0.19","-0.60","0.00%","607,949","Analyze"
"CLGN","CollPlant Holdings ADRs","Israel","IT:CLPT","Tel Aviv Stock Exchange","Health Care","$88,858,619","-15.39","13.99","19.85","0.00%","59,399","Analyze"
"TRIB","Trinity Biotech PLC ADRs of Class A shares","Ireland","PRIVATE","","Health Care","$87,369,119","-13.68","0.86","-39.37","0.00%","401,762","Analyze"
"VJET","voxeljet AG ADRs","Germany","PRIVATE","","Information Technology","$86,738,585","0.00","3.42","4.38","0.00%","69,306","Analyze"
"SFUN","Fang Holdings ADRs","China","PRIVATE","","Communication Services","$82,276,501","-12.20","0.38","0.12","3.20%","5,299","Analyze"
"JP","Jupai Holdings Limited ADRs","China","PRIVATE","","Financials","$75,182,929","0.00","1.27","0.07","0.00%","96,991","Analyze"
"PPBT","Purple Biotech Ltd. ADRs","Israel","IT:KTOV","Tel Aviv Stock Exchange","Health Care","$74,770,151","-5.38","74.77","0.94","0.00%","391,984","Analyze"
"LAIX","LAIX Inc. ADRs of Class A","China","PRIVATE","","Consumer Staples","$74,341,398","0.00","0.50","-0.11","0.00%","1,599,844","Analyze"
"RYB","RYB Education ADRs of Class A","China","PRIVATE","","Consumer Staples","$74,087,566","-1.60","0.65","1.43","0.00%","674,996","Analyze"
"ADXN","Addex Therapeutics Ltd ADRs","Switzerland","SE:ADXN","Six Swiss Exchange","Health Care","$69,891,355","-5.49","18.83","4.83","0.00%","8,083","Analyze"
"GSUM","Gridsum Holding Inc.  ADRs","China","PRIVATE","","Information Technology","$68,274,960","0.00","1.35","-0.11","0.00%","221,757","Analyze"
"TC","TuanChe Limited ADRs","China","PRIVATE","","Information Technology","$66,622,928","0.00","1.26","0.21","0.00%","34,028","Analyze"
"GENE","Genetic Technologies ADRs","Australia","AT:GTG","Asx - All Markets","Health Care","$64,920,433","0.00","6,623.62","4.99","0.00%","552,907","Analyze"
"MFH","JMU Limited ADRs","China","PRIVATE","","Consumer Discretionary","$63,325,208","-58.18","16.66","5.65","0.00%","1,069,496","Analyze"
"FEDU","Four Seasons Education (Cayman) Inc.  ADRs","China","PRIVATE","","Consumer Staples","$61,221,600","0.00","1.43","0.10","8.04%","5,878,042","Analyze"
"FENG","Phoenix New Media ADRs","China","PRIVATE","","Communication Services","$58,299,773","2.26","0.31","0.04","114.27%","5,217,198","Analyze"
"MRM","MEDIROM Healthcare Technologies Inc. ADRs","Japan","PRIVATE","","Consumer Discretionary","$56,167,750","-0.34","0.02","0.15","0.00%","4,180","Analyze"
"OIBR.C","Oi S.A. ADRs","Brazil","BS:OIBR3","XBSP","Communication Services","$55,996,050","0.00","0.03","0.01","0.00%","1,898,489","Analyze"
"ATHE","Alterity Therapeutics Limited ADRs","Australia","AT:PBT","Asx - All Markets","Health Care","$50,363,736","0.00","1,427.09","1.47","0.00%","294,308","Analyze"
"WEI","Weidai Ltd. ADRs of Class A","China","PRIVATE","","Financials","$49,899,978","1.06","0.11","0.03","0.00%","490,991","Analyze"
"AMBO","Ambow Education Holding Ltd. ADRs of Class A","China","PRIVATE","","Consumer Staples","$49,440,876","0.00","0.61","0.49","0.00%","737,057","Analyze"
"ANPC","AnPac Bio-Medical Science Co., Ltd. ADRs of Class A","China","PRIVATE","","Health Care","$49,362,499","0.00","29.89","2.04","0.00%","2,368,493","Analyze"
"STG","Sunlands Online Education Group ADRs of Class A","China","PRIVATE","","Consumer Staples","$47,950,980","0.00","0.14","-0.04","0.00%","812,575","Analyze"
"FWP","Forward Pharma ADRs","Denmark","PRIVATE","","Health Care","$47,944,389","0.00","0.00","0.63","0.00%","48,288","Analyze"
"LBPS","4D pharma plc ADRs","United Kingdom","","","Health Care","$45,339,959","0.00","0.00","1.62","0.00%","31,170","Analyze"
"ANTE","AirNet Technology Inc. ADRs","China","PRIVATE","","Health Care","$44,736,662","-2.14","1.17","2.80","0.00%","1,910,302","Analyze"
"BVXV","BiondVax Pharmaceuticals Ltd. ADRs","Israel","PRIVATE","","Health Care","$42,803,200","0.00","0.00","-23.25","0.00%","209,817","Analyze"
"MDGS","Medigus Ltd. ADRs","Israel","IT:MDGS","Tel Aviv Stock Exchange","Health Care","$42,465,364","-4.81","95.86","4.14","0.00%","1,698,091","Analyze"
"CANF","Can-Fite BioPharma Ltd. ADRs","Israel","IT:CFBI","Tel Aviv Stock Exchange","Health Care","$41,861,965","-2.90","54.87","6.89","0.00%","9,919,038","Analyze"
"JT","Jianpu Technology Inc.  ADRs of Class A","China","PRIVATE","","Financials","$41,755,128","0.00","0.17","0.04","0.00%","235,074","Analyze"
"PT","Pintec Technology Holdings Limited ADRs of Class A","China","PRIVATE","","Information Technology","$41,061,053","-0.04","0.04","0.41","0.00%","650,460","Analyze"
"MOHO","ECMOHO Limited ADRs","China","PRIVATE","","Consumer Discretionary","$35,367,714","-2.49","0.11","0.48","0.00%","51,172","Analyze"
"SFET","Safe-T Group Ltd. ADRs","Israel","IT:SFET","Tel Aviv Stock Exchange","Information Technology","$35,176,634","-4.48","7.20","2.17","0.00%","1,403,778","Analyze"
"IMRN","Immuron Limited ADRs","Australia","AT:IMC","Asx - All Markets","Health Care","$34,086,990","0.00","13.94","1.19","0.00%","22,810","Analyze"
"HX","Hexindai Inc. ADRs","China","PRIVATE","","Financials","$33,398,610","-0.43","1.93","1.23","15.34%","265,258","Analyze"
"JRJC","China Finance Online ADRs","China","PRIVATE","","Financials","$31,989,676","-3.84","0.82","1.52","0.00%","89,476","Analyze"
"OSN","Ossen Innovation Co. ADRs","China","PRIVATE","","Materials","$31,401,720","2.93","0.13","0.26","0.00%","40,154","Analyze"
"LGHL","Lion Group Holding Ltd. ADRs","China","PRIVATE","","Financials","$30,808,170","12.98","1.20","2.86","0.00%","8,692,616","Analyze"
"MTP","Midatech Pharma PLC ADRs","United Kingdom","LN:MTPH","London Stock Exchange","Health Care","$29,408,629","0.00","0.94","6.47","0.00%","413,587","Analyze"
"DXF","Dunxin Financial Holdings Limited ADRs","China","PRIVATE","","Financials","$29,224,817","8.46","1.16","0.09","0.00%","3,830,156","Analyze"
"BNTC","Benitec Biopharma ADRs","Australia","AT:BLT","Asx - All Markets","Health Care","$25,439,304","-2.31","231.05","1.74","0.00%","7,640,127","Analyze"
"EDN","Edenor ADRs","Argentina","AF:EDN","Bolsa de Comercio de Buenos Aires","Utilities","$20,827,380","1.91","0.02","0.00","0.00%","33,403","Analyze"
"XTLB","XTL Biopharmaceuticals ADRs","Israel","IT:XTLB","Tel Aviv Stock Exchange","Health Care","$18,459,780","0.00","0.00","2.95","0.00%","79,088","Analyze"
"PHAR","Pharming Group N.V. ADRs","The Netherlands","NA:PHARM","Nyse Euronext - Euronext Amsterdam","Health Care","$11,913,378","0.00","0.00","0.00","0.00%","2,930","Analyze"
"APOP","Cellect Biotechnology Ltd. ADRs","Israel","PRIVATE","","Health Care","$10,382,197","0.00","0.00","0.69","0.00%","5,768,866","Analyze"
"ORPH","Orphazyme A/S ADRs","Denmark","DC:ORPHA","Omx Nordic Exchange Copenhagen A/S","Health Care","$3,444,000","0.00","0.00","0.01","0.00%","140,548","Analyze"
"TLSA","Tiziana Life Sciences plc  ADRs","United Kingdom","LN:TILS","London Stock Exchange","Health Care","$1,444,457","0.00","0.00","0.29","0.00%","251,418","Analyze"
